1172824710729650176,2019-09-14 10:49:35,HomelandBulldo2,French Bulldog Puppies For Sale on #Google https://t.co/97k9e7254j,"['puppies', ['Google']]",False
1172818981008420869,2019-09-14 10:26:49,jondknight,"Brad Blair, ex-OPP officer, files $15M lawsuit and calls for public inquiry | CBC News https://t.co/7v2oN3ViJa","['toronto', []]",False
1172818780759756806,2019-09-14 10:26:01,Hits93Toronto,Now Playing: Too Good (feat. Rihanna) by Drake. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172818630071017472,2019-09-14 10:25:25,twocanuck,Honestly its been years that i have seen so many Monarchs in Toronto....ITS A GOOD THING https://t.co/i1DCx7SPJx,"['toronto', []]",False
1172818513947443200,2019-09-14 10:24:58,TonyGentilucci,"@TheProfitCNBC @marcuslemonis Hi Marcus, I teach various business courses (Sales, Negotiations etc.) at Tyndale University in Toronto, and have been using your episodes for three years now. I bought the DVD sets. I use the episode to magnify a particular topic. Student reaction? They absolutely love it!","['toronto', []]",False
1172818483425533953,2019-09-14 10:24:51,Andhravilasnews,Overwhelmed by response to 'Moothon' at Toronto: Nivin Pauly https://t.co/V1ynUEuC4w,"['toronto', []]",False
1172818346112405505,2019-09-14 10:24:18,danitales_,My mom fumbled. My dad was onto something when he went to Toronto but I ain’t really like that nigga like that. https://t.co/efLlruaVLY,"['toronto', []]",False
1172818300868468736,2019-09-14 10:24:07,MightyTravels,Cathay Pacific: Kaohsiung (KHH) to Toronto (YYZ) just US$ 625 Economy Round Trip incl all taxes and fees https://t.co/yioz5dkvHw,"['toronto', []]",False
1172818199177519104,2019-09-14 10:23:43,virgiliocorrado,"@680NEWS ticket prices go up, staff and player salaries go up but Toronto hasn't seen a stanley cup playoff final win since 1967 aka 52 years. are they worth the ticket prices and the salaries paid?","['toronto', []]",False
1172818160430399489,2019-09-14 10:23:34,miraxpath,@icedwater What context? What barriers to sport participation are there in Toronto?,"['toronto', []]",False
1172818087772479488,2019-09-14 10:23:16,etimes,.@priyankachopra and @FarOutAkhtar look stunning together at the premiere of #TheSkyIsPink in Toronto https://t.co/M7YvthWqdC,"['toronto', ['TheSkyIsPink']]",True
1172817902153752578,2019-09-14 10:22:32,sianmb94,@nicky_clark @hullkrofficial And Toronto by the looks of things 👌,"['toronto', []]",False
1172817895354580992,2019-09-14 10:22:30,MLB_News247,Toronto Maple Leafs Training Camp Battles: Who Makes the Bottom Pairing? - National Hockey League News - https://t.co/6uNDMrG3FL https://t.co/73BEtaeBye,"['toronto', []]",True
1172817777780023297,2019-09-14 10:22:02,phenocine,Toronto Correspondences #9: Redemption and Repression https://t.co/lC2qonHsFa via @mubi,"['toronto', []]",False
1172817776005779456,2019-09-14 10:22:02,Hits93Toronto,Now Playing: Halo by Beyoncé. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172817708955656192,2019-09-14 10:21:46,Saydo_Xoxo,Off to Toronto! 💜 https://t.co/FmK3VdYhbv,"['toronto', []]",True
1172817704199151616,2019-09-14 10:21:45,icedwater,"@miraxpath Toronto isn't in Iran, though, is it? Surely the context matters.","['toronto', []]",False
1172817703372898304,2019-09-14 10:21:45,MLB_News247,Toronto Maple Leafs and Mitch Marner find common ground to end tough negotiation - National Hockey League News - https://t.co/XNszeKSU9V https://t.co/eZ2UHTJL93,"['toronto', []]",True
1172817528990486530,2019-09-14 10:21:03,SirWulfric,"@CommieSpriggan @ShutUpAndrosky No, you can be cancelled. If you have Very Online, politically active friends, or live in an area like Toronto or Melbourne where everyone's Very Political, and you have a Bad Take that people get pissed off by, you can very much be cancelled.","['toronto', []]",False
1172817336392400896,2019-09-14 10:20:17,LondonsBaes,@kissyxchalamet Oh no it’s defo Toronto bc I’ve been there in June and : https://t.co/D9lsu3d0h1,"['toronto', []]",True
1172817336031731712,2019-09-14 10:20:17,stateofthecity,"Subway suicide prevention, Toronto https://t.co/WxFSVy9h3O","['toronto', []]",False
1172817333427068928,2019-09-14 10:20:16,hannah_love_ts,"I LOVE THEM ALL SM!🥺🥰  I’ve Never been Noticed by any of them but I’ve seen them all preform Live before, Shawn Mendes the tour Ottawa, and rep tour Toronto! I Plan of meeting Shawn &amp; Camilla And hope to meet Taylor!! @taylorswift13 @Camila_Cabello @ShawnMendes https://t.co/icrC0o4xeD","['toronto', []]",True
1172817283070255104,2019-09-14 10:20:04,PhilipsLee7,Family says Toronto gunman had mental issues https://t.co/bIL5gg62sA,"['toronto', []]",False
1172817199603552257,2019-09-14 10:19:44,ScarborughN,Pets up for adoption in Toronto https://t.co/hQ5kEvgMih https://t.co/KGPcBh7aca,"['toronto', []]",True
1172817148449869824,2019-09-14 10:19:32,TPS11Div,Have Fun &amp; Be Safe this weekend #roadclosed #bloordale #bloorstreetwest #bloorbia #bloorwest #toronto #ukrainianfestival #the6 https://t.co/QPaLGqN5Ds,"['toronto', ['roadclosed', 'bloordale', 'bloorstreetwest', 'bloorbia', 'bloorwest', 'toronto', 'ukrainianfestival', 'the6']]",True
1172817078740561920,2019-09-14 10:19:16,CP24,"A victim was taken to hospital with unknown injuries after being stabbed or slashed in the Jane Street and Lawrence Avenue area early Saturday morning, Toronto police say.","['toronto', []]",False
1172817018124324864,2019-09-14 10:19:01,highonpersona,Priyanka Chopra Jonas receives a standing ovation at the Toronto International Film Festival!  #PriyankaChopra #PriyankaChopraJonas #Tiff #Theskyispink @priyankachopra   Read here: https://t.co/deUahp6v6s https://t.co/wcd2yHqcmZ,"['toronto', ['PriyankaChopra', 'PriyankaChopraJonas', 'Tiff', 'Theskyispink']]",True
1172816932967538688,2019-09-14 10:18:41,Pics93684482,Shailene Woodley Attends the HFPA/THR TIFF PARTY During 2019 Toronto International Film Festival in Toronto 09/07/2019 https://t.co/NogTvR10Mn https://t.co/1gPEfLyL9U,"['toronto', []]",False
1172816802956464129,2019-09-14 10:18:10,chrisoldcorn,#FordFest: #DougFord’s Egomania Fluff Fest - Christopher Oldcorn  #Politics #Government #Canada #onpoli #ontario #onbudget #PCPO #olp #ondp #ndp #toronto #cdnpoli #AutismDoesntEndAtFord #FraudNation #cutshurtkids #FordIsFailing #FordCutsHurt #FordIsCruel https://t.co/fNZFYqPOdz,"['toronto', ['FordFest', 'DougFord', 'Politics', 'Government', 'Canada', 'onpoli', 'ontario', 'onbudget', 'PCPO', 'olp', 'ondp', 'ndp', 'toronto', 'cdnpoli', 'AutismDoesntEndAtFord', 'FraudNation', 'cutshurtkids', 'FordIsFailing', 'FordCutsHurt', 'FordIsCruel']]",False
1172816767414165505,2019-09-14 10:18:01,Hits93Toronto,Now Playing: HEAVEN by The Blaze. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172816705581670400,2019-09-14 10:17:47,wendyskingdom,it’s chuseok and i’m thinking how joy said at the toronto concert she seen wendy spending family holidays alone in the dorm and it hurt her and now wendy is finally gonna spend chuseok with her mom and i’m t earing up,"['toronto', []]",False
1172816570193731584,2019-09-14 10:17:14,stevenwesley1,@Marner93 @MapleLeafs Glad this drama is over hope you have a great season and a great career here was Toronto Maple Leafs,"['toronto', []]",False
1172816555907796992,2019-09-14 10:17:11,bombaytimes,.@priyankachopra and @FarOutAkhtar attend #TheSkyIsPink world premiere in Toronto https://t.co/beoTlkxNcK,"['toronto', ['TheSkyIsPink']]",True
1172816470004383744,2019-09-14 10:16:50,mapleleaf_fanly,Toronto Maple Leafs Training Camp Battles: Who Makes the Bottom Pairing? #MapleLeafs  https://t.co/Fk947CmAhf https://t.co/yqFiaGzWyW,"['toronto', ['MapleLeafs']]",True
1172816129187811328,2019-09-14 10:15:29,Dave_taylor_iw,@ShelyP21 Saw this and thought it was fitting for you. Look forward to your trip to Toronto next Friday ❤️ https://t.co/R4h8SwoemC,"['toronto', []]",True
1172816126377680896,2019-09-14 10:15:29,MsMamarottzi,@901MemTN @JennniferWest @Doggunner1269 @WhitneyCummings Depends on where you live. In Ontario specifically near Toronto it’s expensive and the closer to the Cory you are you could be in wait lists way passed when you are to return to work. Many join the wait lists when they first find out they are pregnant for this reason.,"['toronto', []]",False
1172816039199027200,2019-09-14 10:15:08,theveektor,"@RDiManno Your article re cycling in Toronto is bereft of logic. 5200 km of roads and 30 km of bike lanes is a ratio of 175:1. 1,100,000 cars and 380,000 cyclists is a ratio of 3:1. So 175X more roads for only 3X more cars. Math must not be your strong suit.","['toronto', []]",False
1172816019188002818,2019-09-14 10:15:03,nancyquinn,Onscreen in Toronto: Reasons for Hope at the Movies This Fall https://t.co/1Dws4OJQUI,"['toronto', []]",False
1172816013496389632,2019-09-14 10:15:02,Hits93Toronto,Now Playing: Wild Thoughts (feat. Rihanna &amp; Bryson Tiller) by DJ Khaled. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172816007297142784,2019-09-14 10:15:00,GetInvolvedTO,"LAST WEEK! Survey closes Sept 18/2019  Do you have thoughts about child care &amp; EarlyON programming in #Toronto? We want to hear from you!  Parents and caregivers, share your views &amp; experiences. Complete a #CityofTO survey &amp; have your voice heard. Visit https://t.co/X4KWc8UbRw https://t.co/bF72FNKebU","['toronto', ['Toronto', 'CityofTO']]",True
1172815764971315201,2019-09-14 10:14:02,Electmclean,"For the past 23 consecutive months, Kevin Clarke a former homeless person on  odsp has put on a homeless hunger feedout in the heart of Downtown Toronto  while politically addressing these issues... https://t.co/kDgDggTbge","['toronto', []]",False
1172815650470977537,2019-09-14 10:13:35,CherylLongmire,Toronto Raptors launch team branded hijabs as form of outreach to fans https://t.co/n6RYQ9c2gW,"['toronto', []]",False
1172815646427701248,2019-09-14 10:13:34,rufuspal,Ontario's deficit was $7.4B last year — far lower than the Ford government claimed it was https://t.co/QKbpKpdItm The Liberal CBC misleading again. The lower than expected expenditures were only realized by Ford actions. Four billion is a lot when Quebec has balanced budget.,"['toronto', []]",False
1172815503267631104,2019-09-14 10:13:00,hockeynight,"Toronto fits star forward, Matthews, Nylander and other youngsters under salary cap https://t.co/8Y3pKwCF8B","['toronto', []]",False
1172815403107663872,2019-09-14 10:12:36,Igbtennant,"@paramourer i live in canada!! and they’re only going to toronto so the chances of me being able to afford paying for the tickets, getting there by any kind of transportation on top of staying in the city are. very slim","['toronto', []]",False
1172815260316819457,2019-09-14 10:12:02,docuvixen,"#DiasporicMusic on every Sunday 2-4pm on on Black Power 96.3 fm Every week. blackpower96fm. . Norman Otis Richmond #theBluesologist, his weekly playlist. Co- Hosted by #malidocuvixen in Toronto and on the buttons is… https://t.co/WGEk7cebNv","['toronto', ['DiasporicMusic', 'theBluesologist', 'malidocuvixen']]",False
1172815161427660802,2019-09-14 10:11:38,JobsSoftwareEng,JOB: Scarborough Canada - Software Engineer - Software Engineer Location Toronto Salary 95000 CAD Fullt: Software Engineer Location Toronto Salary 95000 CAD Fulltime Position Ix27m working with a ... Be accountable for the JOBS #SOFTWARE #ENGINEER https://t.co/MmIK24UPpS,"['toronto', ['SOFTWARE', 'ENGINEER']]",False
1172815117882396674,2019-09-14 10:11:28,tjimmy_neutron,I wanna move to Toronto,"['toronto', []]",False
1172815113495207936,2019-09-14 10:11:27,TheTorontoSun,Mitch Marner and Maple Leafs reach six-year deal.  #TorSun #nhl #NHLTopPlayers #Toronto #MapleLeafs #LeafsNation #LeafsForever #MitchMarner   https://t.co/CpArHvwE9k https://t.co/CpArHvwE9k,"['toronto', ['TorSun', 'nhl', 'NHLTopPlayers', 'Toronto', 'MapleLeafs', 'LeafsNation', 'LeafsForever', 'MitchMarner']]",False
1172815046587666434,2019-09-14 10:11:11,NathanChannels,I hade so much fun in #Toronto vlog releasing tomorrow at 2:30pm CET/ 1:30pm GMT/ 8:30am EST https://t.co/Zmu8wMgRNe,"['toronto', ['Toronto']]",True
1172814817830277120,2019-09-14 10:10:17,wxTO,6am: Mainly Clear 16.7C - - Wind: WSW 6km/h - Barometer: 101.8 kPa ^ - Vis: 24.1km - Hum: 81% #Toronto #Weather,"['toronto', ['Toronto', 'Weather']]",False
1172814768865857536,2019-09-14 10:10:05,Fortnite_Canada,⭐FORTNITE HONOR GUARD SKIN HUAWEI VIEW 20 REDEMPTION! XBOX PC PS4 EPIC GLOBAL!⭐ https://t.co/5axpeOBnhg #Fortnite #Canada #Toronto,"['toronto', ['Fortnite', 'Canada', 'Toronto']]",False
1172814765174984705,2019-09-14 10:10:04,leaftweets1,Toronto Maple Leafs Training Camp Battles: Who Makes the Bottom Pairing? #TMLtalk https://t.co/1y505qN7wd,"['toronto', ['TMLtalk']]",False
1172814720937558016,2019-09-14 10:09:53,AlexiaRussell3,@geekboy73 @MsKateRodger If you had listened to this most excellent podcast featuring @MsKateRodger you would already have known that. https://t.co/PQrrDW8q3J,"['toronto', []]",False
1172814612334567425,2019-09-14 10:09:28,nobodylaugh,Frankly I missed the 🌒 last night... Too sleepy!!  Former OPP deputy commissioner to speak out https://t.co/kA6rTUE7rc,"['toronto', []]",False
1172814582265651200,2019-09-14 10:09:20,wc_toronto,Sat 06:00: Mainly Clear; Temp 16.7 C; Humidity 81%; Press 101.8 kPa / rising. https://t.co/4Dae1DbKWy,"['toronto', []]",True
1172814546467053568,2019-09-14 10:09:12,PanGamers,"A Week In The Greater Toronto Area, ON, On A $41,716 Salary  Read more: https://t.co/2sKqCmGg1l  #funny #meme #facts #news #viral #trending #fortnite #F #breaking #gaming #sport #crime #food #dankmeme","['toronto', ['funny', 'meme', 'facts', 'news', 'viral', 'trending', 'fortnite', 'F', 'breaking', 'gaming', 'sport', 'crime', 'food', 'dankmeme']]",False
1172814476086788096,2019-09-14 10:08:55,rufuspal,"Scheer leads Trudeau nationally, trails in Ontario https://t.co/3bXTgrWKdR He doesn’t trail in Ontario but Toronto. The social activists and elitist crowd of dreamers in the City want a Wynne style government that promotes money for everything. It’s free. Taxpayers can’t afford.","['toronto', []]",False
1172814420600180737,2019-09-14 10:08:42,latestly,#TorontoInternationalFilmFestival 2019: #PriyankaChopra Gets Teary-Eyed at #TIFF Premiere of 'The Sky Is Pink' https://t.co/gstoe8SMob #TIFF2019,"['toronto', ['TorontoInternationalFilmFestival', 'PriyankaChopra', 'TIFF', 'TIFF2019']]",False
1172814331496620032,2019-09-14 10:08:21,painmanwise,Minimal clinically important change in the Toronto Western Spasmodic Torticollis Rating Scale. https://t.co/3hfxF6JGyE,"['toronto', []]",False
1172814312878104576,2019-09-14 10:08:16,Pics70123761,Lili Reinhart Attends the Hustlers Premiere During 2019 Toronto International Film Festival in Toronto 09/07/2019 https://t.co/WSWXqq8ve8 https://t.co/3gAg9LZxxF,"['toronto', []]",False
1172814158372454401,2019-09-14 10:07:39,b_mode213,@timandsid I like it.... now we can finally go back to hearing Toronto media trash the Oilers #haters #mcdavidsbetter,"['toronto', ['haters', 'mcdavidsbetter']]",False
1172814054462808064,2019-09-14 10:07:15,geordierover83,@KeithB59 @AlexG6 @SuperLeague What has london achieved on the field. They've  been the whopping boys for many years.. Its results on the field that get broadcasters involved and media. So let's have all the big cities in and see how long it lasts. London poor. Crusaders gone. Paris gone. Toronto next,"['toronto', []]",False
1172814022925672450,2019-09-14 10:07:07,Fortnite_Canada,Fortnite Account Renegade Raider Aerial Assault One Mako Glider OG https://t.co/w7SQeSaU4f #Fortnite #Canada #Toronto https://t.co/C4JyIVGBHm,"['toronto', ['Fortnite', 'Canada', 'Toronto']]",True
1172814019649884160,2019-09-14 10:07:06,FordAuthority,Ford v Ferrari Gets A Standing Ovation In Toronto https://t.co/bK7fjS6E5N https://t.co/yOvsF6IgzR,"['toronto', []]",True
1172813999622238209,2019-09-14 10:07:01,Hits93Toronto,Now Playing: Fire Away by Niall Horan. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172813973986717698,2019-09-14 10:06:55,jahdin0412,Toronto ...tweet #JaDineLoveLivesOn163,"['toronto', ['JaDineLoveLivesOn163']]",False
1172813952037904384,2019-09-14 10:06:50,StunningCanada,"High Park is a huge green space with sunken gardens, hanging basket gardens, nature trails, natural ponds, and streams. The 165-acre country property, originally owned by the Howards, was deeded to the City of Toronto in 1873 .. Data Entry Services: https://t.co/RcK94fGnAF https://t.co/Zb3IRSLIgD","['toronto', []]",True
1172813904503877638,2019-09-14 10:06:39,TRAFFIC_Toronto,Toronto - northbound Don Valley Pky at Don Mills Rd closed for a collision investigation,"['toronto', []]",False
